Name,INN,City,Region,Address,Website,Email,Category,OKVED
ООО Level Group,7701320008,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 9",levelgroup.ru,info@levelgroup.ru,Строительство,41.20
ООО Sminex,7701320009,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 10",sminex.ru,info@sminex.ru,Строительство,41.20
ООО Галс-Девелопмент,7701320010,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 11",gals-development.ru,info@gals-development.ru,Строительство,41.20
ООО Ташир,7701320011,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 12",tashir.ru,info@tashir.ru,Строительство,41.20
ООО ЦДС,7701320012,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 13",cds.ru,info@cds.ru,Строительство,41.20
ООО ЮИТ,7701320013,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 14",yit.ru,info@yit.ru,Строительство,41.20
ООО БестЪ,7701320014,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 15",best-development.ru,info@best-development.ru,Строительство,41.20
ООО Стройматериалы оптом Астрахань,7900032028,Астрахань,Россия,"г Астрахань, ул Промышленная, 29",https://build-астрахань.ru,stroi@астрахань-str.ru,Стройматериалы оптом,46.73
ООО Тепловизионное обследование Астрахань,7900032019,Астрахань,Россия,"г Астрахань, ул Промышленная, 20",https://thermal-астрахань.ru,thermal@астрахань-th.ru,Тепловизионное обследование,71.12
ООО Травелата,7701320000,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 1",travelata.ru,info@travelata.ru,Туризм,79.11
ООО Level.Travel,7701320001,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 2",level.travel,info@level.travel,Туризм,79.11
ООО Onetwotrip,7701320002,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 3",onetwotrip.com,info@onetwotrip.com,Туризм,79.11
ООО Туту.ру,7701320003,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 4",tutu.ru,info@tutu.ru,Туризм,79.11
ООО Аэроэкспресс,7701320004,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 5",aeroexpress.ru,info@aeroexpress.ru,Туризм,79.11
ООО Библио-Глобус,7701320005,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 6",biblioglobus.ru,info@biblioglobus.ru,Туризм,79.11
ООО Пегас Туристик,7701320006,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 7",pegast.ru,info@pegast.ru,Туризм,79.11
ООО Тез Тур,7701320007,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 8",teztour.ru,info@teztour.ru,Туризм,79.11
ООО Анекс Тур,7701320008,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 9",anextour.ru,info@anextour.ru,Туризм,79.11
ООО Корал Тревел,7701320009,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 10",coral.ru,info@coral.ru,Туризм,79.11
ООО Русский Экспресс,7701320010,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 11",russiangid.ru,info@russiangid.ru,Туризм,79.11
ООО Натали Турс,7701320011,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 12",natali-tours.ru,info@natali-tours.ru,Туризм,79.11
ООО Sunmar,7701320012,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 13",sunmar.ru,info@sunmar.ru,Туризм,79.11
ООО TUI,7701320013,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 14",tui.ru,info@tui.ru,Туризм,79.11
ООО Intourist,7701320014,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 15",intourist.ru,info@intourist.ru,Туризм,79.11
ООО Туристическое агентство Астрахань,7800032013,Астрахань,Россия,"г Астрахань, ул Центральная, 14",https://tour-астрахань.ru,info@астрахань-tour.ru,Туристическое агентство,79.11
ООО World Class,7701320000,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 1",worldclass.ru,info@worldclass.ru,Фитнес,93.11
ООО Фитнес Холдинг,7701320001,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 2",fitnessholding.ru,info@fitnessholding.ru,Фитнес,93.11
ООО Alex Fitness,7701320002,Астрахань,Астраханская область,"г Астрахань, ул Примерная, 3",alexfitness.ru,info@alexfitness.ru,Фитнес,93.11
